0.E+0,-2.2663E-1,
1.0005E-7,1.337E-2,
2.001E-7,-2.2663E-1,
3.0015E-7,-6.663E-2,
4.002E-7,-2.2663E-1,
5.0025E-7,-6.663E-2,
6.003E-7,-2.2663E-1,
7.0035E-7,-6.663E-2,
8.004E-7,-2.2663E-1,
9.0045E-7,-6.663E-2,
1.0005E-6,-2.2663E-1,
1.10055E-6,-6.663E-2,
1.2006E-6,-2.2663E-1,
1.30065E-6,-6.663E-2,
1.4007E-6,-2.2663E-1,
1.50075E-6,-6.663E-2,
1.6008E-6,-2.2663E-1,
1.70085E-6,-6.663E-2,
1.8009E-6,-2.2663E-1,
1.90095E-6,-6.663E-2,
2.001E-6,-2.2663E-1,
2.10105E-6,-6.663E-2,
2.2011E-6,-2.2663E-1,
2.30115E-6,-6.663E-2,
2.4012E-6,-2.2663E-1,
2.50125E-6,-6.663E-2,
2.6013E-6,-2.2663E-1,
2.70135E-6,-6.663E-2,
2.8014E-6,-2.2663E-1,
2.90145E-6,-6.663E-2,
3.0015E-6,-2.2663E-1,
3.10155E-6,-6.663E-2,
3.2016E-6,-2.2663E-1,
3.30165E-6,-6.663E-2,
3.4017E-6,-2.2663E-1,
3.50175E-6,-6.663E-2,
